Facility,Date,Hour,Scheduled Departures,Scheduled Arrivals,Departures For Metric Computation,Arrivals For Metric Computation,% On-Time Gate Departures,% On-Time Airport Departures,% On-Time Gate Arrivals,Average Gate Departure Delay,Average Taxi Out Time,Average Taxi Out Delay,Average Airport Departure Delay,Average Airborne Delay,Average Taxi In Delay,Average Block Delay,Average Gate Arrival Delay
JFK,2019-08-04 00:00:00,12.0,24.0,34.0,24.0,34.0,75.0,70.83,94.12,10.63,21.29,4.57,13.17,1.82,2.68,0.35,1.97
JFK,2019-08-04 00:00:00,13.0,29.0,44.0,31.0,44.0,90.32,67.74,90.91,5.35,27.32,9.83,12.87,2.27,4.21,2.73,25.89
JFK,2019-08-04 00:00:00,14.0,35.0,40.0,37.0,40.0,72.97,54.05,80.0,14.0,27.43,9.78,21.76,18.23,3.68,15.95,22.18
JFK,2019-08-04 00:00:00,15.0,29.0,44.0,31.0,45.0,80.65,61.29,82.22,13.13,27.61,9.56,19.97,3.0,5.61,2.91,7.07
JFK,2019-08-04 00:00:00,16.0,36.0,36.0,36.0,32.0,72.22,52.78,75.0,14.61,28.97,11.73,23.89,3.5,7.09,3.69,8.75
JFK,2019-08-04 00:00:00,17.0,35.0,39.0,38.0,36.0,71.05,47.37,86.11,17.66,30.74,12.98,28.21,5.67,3.96,2.42,8.83
JFK,2019-08-04 00:00:00,18.0,38.0,35.0,35.0,38.0,80.0,80.0,65.79,15.29,22.2,4.32,17.49,5.16,5.83,4.58,23.92
JFK,2019-08-04 00:00:00,19.0,45.0,30.0,44.0,30.0,65.91,61.36,80.0,35.23,24.27,6.68,40.59,5.37,4.97,3.1,11.93
JFK,2019-08-04 00:00:00,20.0,35.0,39.0,32.0,37.0,75.0,71.88,81.08,11.88,18.94,2.68,12.78,7.65,4.67,1.84,10.62
JFK,2019-08-04 00:00:00,21.0,43.0,30.0,42.0,32.0,83.33,73.81,71.88,9.02,23.9,6.57,14.05,6.84,5.2,3.19,18.66
JFK,2019-08-04 00:00:00,22.0,31.0,44.0,29.0,40.0,82.76,55.17,70.0,8.24,27.86,10.4,16.52,4.1,7.21,3.9,12.58
JFK,2019-08-04 00:00:00,23.0,21.0,31.0,17.0,31.0,76.47,70.59,61.29,12.18,22.65,5.32,15.94,4.16,5.23,2.55,19.42
JFK,2019-08-05 00:00:00,0.0,8.0,14.0,7.0,15.0,71.43,71.43,86.67,9.14,22.57,5.06,13.0,3.0,6.61,1.13,6.33
JFK,2019-08-05 00:00:00,1.0,9.0,2.0,10.0,3.0,50.0,50.0,66.67,12.1,19.6,2.12,13.8,0.0,1.23,3.0,12.33
JFK,2019-08-05 00:00:00,2.0,4.0,1.0,5.0,2.0,60.0,60.0,100.0,20.0,19.0,2.16,21.0,2.0,4.7,5.5,0.0
JFK,2019-08-05 00:00:00,3.0,1.0,3.0,1.0,5.0,100.0,100.0,100.0,0.0,17.0,0.0,0.0,0.0,2.96,0.2,1.2
JFK,2019-08-05 00:00:00,4.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,0.0,22.0,4.4,4.0,0.0,2.8,0.0,0.0
JFK,2019-08-05 00:00:00,5.0,14.0,21.0,13.0,20.0,84.62,84.62,95.0,8.69,16.31,0.68,9.15,1.4,3.7,0.95,2.7
JFK,2019-08-05 00:00:00,6.0,20.0,27.0,20.0,27.0,85.0,85.0,81.48,7.35,18.45,1.65,7.9,8.52,3.13,3.81,8.93
JFK,2019-08-05 00:00:00,7.0,37.0,29.0,37.0,29.0,91.89,83.78,86.21,5.46,21.57,4.7,8.14,11.28,3.78,1.62,14.48
JFK,2019-08-05 00:00:00,8.0,50.0,20.0,50.0,19.0,94.0,88.0,89.47,4.14,22.7,5.36,7.52,0.89,4.17,3.47,4.58
JFK,2019-08-05 00:00:00,9.0,39.0,28.0,39.0,28.0,89.74,84.62,92.86,12.31,19.36,3.46,14.59,4.0,3.14,3.46,3.21
JFK,2019-08-05 00:00:00,10.0,23.0,25.0,21.0,26.0,100.0,100.0,92.31,0.52,19.67,2.8,1.52,1.62,2.42,1.65,6.88
JFK,2019-08-05 00:00:00,11.0,40.0,24.0,40.0,23.0,87.5,80.0,78.26,11.6,23.02,5.5,15.78,0.87,2.64,0.35,14.61
JFK,2019-08-05 00:00:00,12.0,20.0,36.0,20.0,37.0,85.0,85.0,91.89,8.8,23.2,5.94,11.25,1.27,2.1,0.51,3.3
JFK,2019-08-05 00:00:00,13.0,29.0,42.0,30.0,43.0,80.0,76.67,86.05,9.73,22.97,5.93,14.43,5.49,3.98,1.95,8.86
JFK,2019-08-05 00:00:00,14.0,35.0,40.0,35.0,38.0,82.86,62.86,89.47,5.23,27.54,9.86,12.51,4.89,3.98,1.26,4.0
JFK,2019-08-05 00:00:00,15.0,29.0,43.0,33.0,42.0,84.85,81.82,80.95,5.12,23.94,5.79,8.7,2.64,3.81,2.29,7.67
JFK,2019-08-05 00:00:00,16.0,36.0,36.0,35.0,32.0,82.86,82.86,90.63,8.46,20.34,3.77,10.17,3.41,5.21,1.56,3.78
JFK,2019-08-05 00:00:00,17.0,33.0,39.0,33.0,38.0,81.82,81.82,89.47,10.52,19.0,2.5,11.85,4.42,3.51,2.0,7.97
JFK,2019-08-05 00:00:00,18.0,39.0,36.0,35.0,36.0,80.0,77.14,77.78,10.54,19.0,2.63,11.69,3.64,5.38,1.08,7.92
JFK,2019-08-05 00:00:00,19.0,46.0,29.0,46.0,27.0,63.04,52.17,92.59,37.02,22.59,4.9,40.98,3.85,5.5,1.07,2.89
JFK,2019-08-05 00:00:00,20.0,35.0,40.0,33.0,39.0,78.79,75.76,87.18,8.64,21.88,4.76,12.09,4.79,4.96,0.67,7.46
JFK,2019-08-05 00:00:00,21.0,42.0,29.0,40.0,29.0,85.0,80.0,96.55,11.7,21.0,4.11,14.43,1.55,3.01,0.07,2.93
JFK,2019-08-05 00:00:00,22.0,32.0,42.0,34.0,40.0,79.41,64.71,72.5,16.5,25.68,8.33,21.88,1.98,5.16,1.0,19.98
JFK,2019-08-05 00:00:00,23.0,22.0,31.0,18.0,32.0,88.89,88.89,84.38,6.89,20.33,3.62,8.56,1.78,3.81,1.03,10.41
JFK,2019-08-06 00:00:00,0.0,8.0,16.0,8.0,14.0,62.5,50.0,64.29,22.75,20.88,3.95,25.75,2.14,2.09,1.36,40.43
JFK,2019-08-06 00:00:00,1.0,9.0,3.0,9.0,2.0,55.56,66.67,100.0,20.33,19.89,2.82,22.44,0.0,2.3,0.0,0.0
JFK,2019-08-06 00:00:00,2.0,4.0,1.0,4.0,2.0,75.0,75.0,100.0,58.25,15.5,0.85,59.0,0.0,3.7,0.0,5.5
JFK,2019-08-06 00:00:00,3.0,0.0,3.0,0.0,3.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,3.73,0.0,6.67
JFK,2019-08-06 00:00:00,4.0,1.0,1.0,1.0,2.0,100.0,100.0,100.0,0.0,25.0,7.4,7.0,0.0,5.9,0.0,0.0
JFK,2019-08-06 00:00:00,5.0,12.0,21.0,12.0,23.0,91.67,91.67,82.61,3.0,18.17,2.07,3.58,0.35,7.86,1.22,9.35
JFK,2019-08-06 00:00:00,6.0,20.0,27.0,20.0,32.0,80.0,75.0,84.38,3.9,20.45,3.89,7.05,7.56,4.68,3.06,7.06
JFK,2019-08-06 00:00:00,7.0,37.0,27.0,39.0,28.0,87.18,74.36,85.71,3.79,25.08,7.68,9.54,6.75,5.96,2.21,4.18
JFK,2019-08-06 00:00:00,8.0,50.0,18.0,53.0,19.0,88.68,60.38,94.74,22.53,29.0,10.95,30.57,0.42,8.45,0.89,1.79
JFK,2019-08-06 00:00:00,9.0,38.0,26.0,40.0,26.0,82.5,80.0,57.69,7.33,18.02,1.83,8.1,38.27,3.92,36.19,41.69
JFK,2019-08-06 00:00:00,10.0,22.0,26.0,22.0,27.0,68.18,68.18,74.07,22.95,20.86,4.3,25.68,12.07,2.61,13.26,17.11
JFK,2019-08-06 00:00:00,11.0,38.0,22.0,37.0,23.0,70.27,62.16,65.22,14.24,24.49,6.66,19.89,7.96,2.83,13.0,18.52
JFK,2019-08-06 00:00:00,12.0,22.0,35.0,21.0,35.0,57.14,57.14,85.71,56.57,22.19,5.13,60.05,1.77,3.3,2.09,6.46
JFK,2019-08-06 00:00:00,13.0,28.0,44.0,30.0,42.0,73.33,50.0,52.38,29.67,30.5,13.05,41.13,12.6,2.59,12.79,51.98
JFK,2019-08-06 00:00:00,14.0,36.0,41.0,32.0,38.0,50.0,21.88,47.37,45.63,34.53,16.88,61.09,9.39,3.82,11.42,33.29
JFK,2019-08-06 00:00:00,15.0,29.0,44.0,27.0,40.0,48.15,18.52,55.0,39.56,31.15,13.03,51.81,3.2,4.53,11.1,40.45
JFK,2019-08-06 00:00:00,16.0,36.0,36.0,31.0,30.0,51.61,38.71,43.33,42.48,29.16,11.56,52.87,10.53,4.23,9.97,59.17
JFK,2019-08-06 00:00:00,17.0,34.0,37.0,33.0,36.0,60.61,51.52,47.22,42.12,22.18,5.16,45.36,3.14,7.1,5.36,55.28
JFK,2019-08-06 00:00:00,18.0,38.0,36.0,34.0,33.0,55.88,44.12,30.3,26.12,22.74,5.45,30.06,4.15,4.47,9.55,79.94
JFK,2019-08-06 00:00:00,19.0,45.0,30.0,40.0,26.0,45.0,42.5,53.85,47.98,23.0,5.54,51.93,9.0,4.42,7.5,57.0
JFK,2019-08-06 00:00:00,20.0,34.0,40.0,32.0,38.0,43.75,50.0,26.32,51.53,26.75,9.57,60.09,8.79,3.95,12.76,78.42
JFK,2019-08-06 00:00:00,21.0,41.0,30.0,37.0,27.0,51.35,45.95,25.93,45.32,35.78,17.75,62.41,4.37,4.61,7.59,65.19
JFK,2019-08-06 00:00:00,22.0,30.0,41.0,31.0,39.0,48.39,16.13,41.03,39.68,39.23,21.64,59.03,7.05,4.69,8.67,48.08
JFK,2019-08-06 00:00:00,23.0,20.0,29.0,17.0,28.0,35.29,11.76,42.86,33.94,29.24,11.96,44.24,8.93,5.86,11.82,34.36
JFK,2019-08-07 00:00:00,0.0,8.0,14.0,7.0,16.0,57.14,42.86,62.5,51.86,29.86,12.26,63.0,2.5,4.46,8.56,31.94
JFK,2019-08-07 00:00:00,1.0,10.0,2.0,9.0,4.0,100.0,66.67,50.0,0.0,24.56,7.16,6.78,0.25,0.88,15.25,29.5
JFK,2019-08-07 00:00:00,2.0,4.0,1.0,4.0,3.0,50.0,50.0,33.33,25.25,18.25,1.35,25.75,2.67,3.7,0.33,18.33
JFK,2019-08-07 00:00:00,3.0,0.0,3.0,1.0,4.0,100.0,0.0,75.0,0.0,47.0,29.4,29.0,2.25,6.72,5.5,143.25
JFK,2019-08-07 00:00:00,4.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,0.0,22.0,4.4,4.0,0.0,0.8,0.0,0.0
JFK,2019-08-07 00:00:00,5.0,13.0,21.0,13.0,22.0,92.31,92.31,81.82,1.85,13.69,0.12,1.15,1.41,2.38,0.18,5.36
JFK,2019-08-07 00:00:00,6.0,19.0,25.0,19.0,33.0,84.21,68.42,75.76,32.21,22.79,6.17,36.74,12.3,5.09,6.0,14.36
JFK,2019-08-07 00:00:00,7.0,37.0,29.0,41.0,32.0,73.17,39.02,62.5,24.17,40.71,23.15,44.73,19.22,5.53,13.41,35.66
JFK,2019-08-07 00:00:00,8.0,51.0,20.0,52.0,19.0,75.0,11.54,31.58,26.29,63.31,44.86,68.5,40.37,6.17,41.95,48.0
JFK,2019-08-07 00:00:00,9.0,38.0,26.0,40.0,25.0,45.0,10.0,28.0,49.73,46.13,28.36,76.35,10.88,11.22,18.44,51.76
JFK,2019-08-07 00:00:00,10.0,21.0,25.0,22.0,28.0,72.73,22.73,64.29,16.77,36.45,19.06,33.59,5.21,3.53,5.25,34.96
JFK,2019-08-07 00:00:00,11.0,37.0,25.0,36.0,28.0,58.33,13.89,53.57,37.83,39.44,21.27,57.81,6.68,3.73,7.21,22.54
JFK,2019-08-07 00:00:00,12.0,22.0,35.0,20.0,34.0,50.0,20.0,67.65,50.9,30.75,13.25,63.1,2.79,3.39,2.65,32.18
JFK,2019-08-07 00:00:00,13.0,30.0,44.0,17.0,28.0,58.82,29.41,60.71,47.29,56.59,38.75,84.59,18.11,3.26,23.64,83.5
JFK,2019-08-07 00:00:00,14.0,36.0,40.0,15.0,26.0,26.67,20.0,61.54,113.93,48.8,31.15,144.27,17.15,3.88,16.65,67.65
JFK,2019-08-07 00:00:00,15.0,29.0,43.0,20.0,27.0,45.0,20.0,48.15,110.0,47.55,30.05,138.75,68.33,5.44,64.93,106.07
JFK,2019-08-07 00:00:00,16.0,36.0,38.0,19.0,22.0,26.32,15.79,50.0,144.63,46.26,28.45,172.16,61.73,5.87,64.18,118.64
JFK,2019-08-07 00:00:00,17.0,33.0,39.0,24.0,30.0,66.67,41.67,33.33,98.83,46.67,29.24,126.04,29.0,6.23,35.47,158.03
JFK,2019-08-07 00:00:00,18.0,40.0,35.0,28.0,29.0,10.71,0.0,6.9,131.25,48.93,31.08,161.64,13.38,11.66,20.45,219.31
JFK,2019-08-07 00:00:00,19.0,46.0,30.0,33.0,23.0,6.06,3.03,8.7,143.3,59.42,41.31,184.03,5.0,20.09,17.39,121.39
JFK,2019-08-07 00:00:00,20.0,35.0,38.0,24.0,22.0,4.17,0.0,18.18,157.92,48.63,30.75,188.21,10.27,12.19,15.82,162.55
JFK,2019-08-07 00:00:00,21.0,39.0,31.0,26.0,20.0,26.92,0.0,10.0,99.58,42.35,24.65,122.81,21.35,7.74,20.1,160.1
JFK,2019-08-07 00:00:00,22.0,31.0,42.0,24.0,33.0,37.5,4.17,21.21,51.46,42.21,24.68,75.0,7.42,8.55,8.82,116.21
JFK,2019-08-07 00:00:00,23.0,23.0,30.0,19.0,21.0,26.32,5.26,23.81,80.89,30.68,13.23,92.21,15.9,8.3,12.67,91.95
JFK,2019-08-08 00:00:00,0.0,8.0,15.0,7.0,15.0,42.86,28.57,40.0,17.71,20.71,4.51,20.57,3.53,6.87,15.8,44.27
JFK,2019-08-08 00:00:00,1.0,8.0,2.0,9.0,3.0,44.44,55.56,0.0,17.11,18.78,1.69,18.0,9.0,7.53,25.0,31.67
JFK,2019-08-08 00:00:00,2.0,2.0,1.0,2.0,4.0,50.0,50.0,50.0,8.5,23.0,5.7,13.5,0.5,0.77,0.0,60.25
JFK,2019-08-08 00:00:00,3.0,3.0,4.0,3.0,6.0,33.33,66.67,50.0,17.33,19.33,2.47,18.67,0.17,2.03,0.0,44.33
JFK,2019-08-08 00:00:00,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,38.0,13.0,0.0,33.0,0.0,1.8,0.0,25.0
JFK,2019-08-08 00:00:00,5.0,13.0,21.0,14.0,20.0,85.71,85.71,45.0,11.5,14.71,0.83,11.0,1.35,2.26,1.3,43.7
JFK,2019-08-08 00:00:00,6.0,20.0,29.0,19.0,28.0,63.16,63.16,71.43,19.0,17.63,1.8,19.37,11.61,1.87,2.75,39.61
JFK,2019-08-08 00:00:00,7.0,37.0,28.0,36.0,25.0,50.0,50.0,68.0,43.67,18.42,2.33,44.97,9.56,4.56,1.08,39.04
JFK,2019-08-08 00:00:00,8.0,50.0,19.0,46.0,14.0,47.83,47.83,42.86,52.96,18.35,1.53,52.93,1.64,3.45,0.93,53.79
JFK,2019-08-08 00:00:00,9.0,40.0,27.0,40.0,30.0,50.0,47.5,56.67,45.25,23.02,6.1,50.05,3.93,4.22,3.17,31.73
JFK,2019-08-08 00:00:00,10.0,22.0,26.0,21.0,23.0,42.86,42.86,69.57,74.29,19.57,2.86,75.57,3.22,3.51,2.91,26.0
JFK,2019-08-08 00:00:00,11.0,38.0,22.0,38.0,25.0,57.89,47.37,76.0,29.13,21.95,4.66,32.45,2.4,3.93,2.52,17.28
JFK,2019-08-08 00:00:00,12.0,23.0,36.0,25.0,34.0,40.0,44.0,52.94,66.64,23.0,6.32,71.76,2.41,2.49,2.56,38.74
JFK,2019-08-08 00:00:00,13.0,29.0,42.0,29.0,43.0,44.83,37.93,53.49,68.86,34.24,16.72,85.03,4.35,3.37,4.02,43.09
JFK,2019-08-08 00:00:00,14.0,34.0,40.0,32.0,37.0,34.38,21.88,62.16,71.56,46.75,29.36,99.97,3.46,6.95,4.32,21.49
JFK,2019-08-08 00:00:00,15.0,29.0,43.0,31.0,46.0,48.39,16.13,47.83,57.77,47.19,29.11,86.32,6.11,7.29,9.54,67.83
JFK,2019-08-08 00:00:00,16.0,36.0,38.0,33.0,35.0,54.55,3.03,51.43,55.88,67.24,49.49,103.45,8.14,10.31,6.26,30.89
JFK,2019-08-08 00:00:00,17.0,34.0,38.0,31.0,36.0,51.61,0.0,50.0,48.03,84.48,66.49,113.06,8.64,12.8,10.03,53.36
JFK,2019-08-08 00:00:00,18.0,39.0,36.0,36.0,34.0,47.22,2.78,32.35,76.22,76.42,58.4,133.28,9.59,19.08,19.97,75.32
JFK,2019-08-08 00:00:00,19.0,46.0,29.0,41.0,29.0,41.46,0.0,31.03,51.44,69.39,51.04,101.93,18.55,18.73,29.34,73.28
JFK,2019-08-08 00:00:00,20.0,35.0,40.0,31.0,32.0,22.58,3.23,12.5,114.35,41.65,23.98,137.71,28.88,13.25,42.22,125.03
JFK,2019-08-08 00:00:00,21.0,42.0,30.0,34.0,24.0,8.82,2.94,8.33,119.26,33.74,15.98,134.53,19.88,9.41,29.71,126.88
JFK,2019-08-08 00:00:00,22.0,31.0,46.0,27.0,48.0,29.63,11.11,12.5,68.07,29.7,12.45,79.59,10.1,10.81,15.4,95.04
JFK,2019-08-08 00:00:00,23.0,24.0,30.0,19.0,32.0,26.32,10.53,21.88,89.05,23.74,7.34,94.63,5.13,9.24,15.63,68.72
JFK,2019-08-09 00:00:00,0.0,9.0,15.0,7.0,15.0,28.57,28.57,33.33,18.86,20.57,4.46,21.43,5.67,7.17,7.13,36.8
JFK,2019-08-09 00:00:00,1.0,10.0,3.0,10.0,2.0,40.0,50.0,50.0,39.6,16.6,0.76,38.3,0.0,7.8,7.5,23.0
JFK,2019-08-09 00:00:00,2.0,5.0,2.0,6.0,3.0,66.67,66.67,33.33,21.0,16.83,1.4,19.67,1.0,1.13,3.33,45.67
JFK,2019-08-09 00:00:00,3.0,0.0,3.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,3.4,6.33,6.33
JFK,2019-08-09 00:00:00,4.0,1.0,1.0,1.0,2.0,100.0,100.0,100.0,0.0,17.0,0.0,0.0,1.5,1.75,0.0,6.0
JFK,2019-08-09 00:00:00,5.0,13.0,20.0,13.0,26.0,84.62,84.62,65.38,11.08,15.38,0.82,11.23,1.62,3.88,2.73,12.46
JFK,2019-08-09 00:00:00,6.0,19.0,28.0,20.0,28.0,85.0,80.0,53.57,9.55,17.45,1.91,10.15,11.25,3.58,1.86,82.14
JFK,2019-08-09 00:00:00,7.0,37.0,29.0,38.0,29.0,73.68,68.42,55.17,18.82,20.89,3.92,21.61,10.97,4.37,2.14,55.66
JFK,2019-08-09 00:00:00,8.0,51.0,19.0,53.0,18.0,73.58,69.81,33.33,27.34,21.98,4.03,29.72,2.72,8.17,6.06,91.56
JFK,2019-08-09 00:00:00,9.0,39.0,27.0,43.0,27.0,62.79,58.14,66.67,30.42,21.3,4.3,33.93,4.15,4.29,4.52,49.0
JFK,2019-08-09 00:00:00,10.0,21.0,25.0,22.0,24.0,63.64,63.64,70.83,24.14,20.82,4.3,27.36,3.75,1.99,3.67,23.38
JFK,2019-08-09 00:00:00,11.0,38.0,22.0,39.0,24.0,61.54,38.46,79.17,38.87,28.1,10.07,47.28,2.29,3.39,3.29,30.5
JFK,2019-08-09 00:00:00,12.0,20.0,36.0,21.0,33.0,57.14,52.38,72.73,35.05,23.52,6.21,39.9,2.45,1.63,0.88,16.39
JFK,2019-08-09 00:00:00,13.0,29.0,43.0,31.0,42.0,58.06,45.16,64.29,33.65,24.55,6.98,40.16,4.33,3.91,5.12,19.88
JFK,2019-08-09 00:00:00,14.0,34.0,41.0,36.0,41.0,61.11,50.0,53.66,26.22,28.83,11.17,35.83,6.17,5.1,6.27,33.34
JFK,2019-08-09 00:00:00,15.0,29.0,44.0,30.0,45.0,56.67,43.33,62.22,53.5,26.27,8.42,60.77,5.4,6.37,4.24,30.93
JFK,2019-08-09 00:00:00,16.0,35.0,37.0,35.0,34.0,54.29,34.29,76.47,20.57,28.97,11.36,30.14,3.53,7.27,2.85,17.44
JFK,2019-08-09 00:00:00,17.0,34.0,39.0,36.0,39.0,69.44,55.56,56.41,22.61,23.75,6.56,28.25,7.03,6.98,6.15,25.97
JFK,2019-08-09 00:00:00,18.0,39.0,35.0,37.0,36.0,67.57,62.16,55.56,16.38,24.11,6.98,22.32,10.31,5.49,7.22,37.11
JFK,2019-08-09 00:00:00,19.0,46.0,30.0,46.0,28.0,52.17,19.57,67.86,30.11,34.46,16.36,45.0,3.68,7.52,1.36,33.54
JFK,2019-08-09 00:00:00,20.0,35.0,38.0,33.0,37.0,60.61,51.52,67.57,33.88,22.61,5.49,38.45,6.95,6.7,1.62,25.76
JFK,2019-08-09 00:00:00,21.0,43.0,31.0,42.0,32.0,64.29,54.76,68.75,27.62,24.95,7.48,34.14,3.75,7.4,2.09,23.97
JFK,2019-08-09 00:00:00,22.0,31.0,42.0,32.0,42.0,68.75,40.63,66.67,27.0,29.13,11.64,36.44,3.62,8.55,3.45,29.38
JFK,2019-08-09 00:00:00,23.0,21.0,31.0,17.0,28.0,52.94,41.18,53.57,34.82,23.76,6.52,40.12,2.75,7.23,1.64,40.32
JFK,2019-08-10 00:00:00,0.0,10.0,12.0,10.0,18.0,50.0,40.0,61.11,26.7,19.8,2.24,28.4,1.17,4.47,3.5,40.94
JFK,2019-08-10 00:00:00,1.0,9.0,2.0,9.0,3.0,44.44,44.44,66.67,89.44,20.11,3.82,91.44,1.0,3.77,11.67,9.67
JFK,2019-08-10 00:00:00,2.0,5.0,1.0,5.0,1.0,40.0,40.0,100.0,78.4,18.2,2.16,80.2,0.0,2.7,0.0,13.0
JFK,2019-08-10 00:00:00,3.0,3.0,4.0,2.0,3.0,100.0,100.0,66.67,0.0,21.0,3.7,3.5,0.0,7.73,3.0,12.0
JFK,2019-08-10 00:00:00,4.0,1.0,2.0,1.0,1.0,100.0,100.0,100.0,0.0,21.0,3.4,3.0,0.0,11.8,0.0,0.0
JFK,2019-08-10 00:00:00,5.0,10.0,19.0,11.0,18.0,36.36,36.36,61.11,105.0,24.82,8.03,111.09,2.22,2.93,0.28,18.56
JFK,2019-08-10 00:00:00,6.0,19.0,26.0,21.0,30.0,85.71,80.95,63.33,8.14,17.81,1.73,9.14,1.47,5.63,3.03,22.77
JFK,2019-08-10 00:00:00,7.0,36.0,26.0,38.0,29.0,68.42,65.79,79.31,30.76,20.21,3.84,33.34,8.14,4.35,1.76,23.52
JFK,2019-08-10 00:00:00,8.0,47.0,17.0,47.0,20.0,87.23,85.11,70.0,10.57,19.36,2.33,11.7,1.65,6.56,1.5,49.75
JFK,2019-08-10 00:00:00,9.0,39.0,24.0,41.0,24.0,70.73,68.29,83.33,22.22,24.78,7.83,28.59,1.17,7.33,2.13,17.83
JFK,2019-08-10 00:00:00,10.0,20.0,26.0,20.0,27.0,70.0,50.0,85.19,31.65,28.25,11.35,41.1,1.67,3.15,1.7,15.7
JFK,2019-08-10 00:00:00,11.0,39.0,24.0,39.0,25.0,79.49,46.15,84.0,29.03,30.31,12.71,39.87,1.88,3.8,0.4,17.48
JFK,2019-08-10 00:00:00,12.0,22.0,32.0,22.0,31.0,81.82,68.18,70.97,15.82,27.14,9.68,23.05,2.58,3.45,3.45,30.32
JFK,2019-08-10 00:00:00,13.0,28.0,42.0,29.0,41.0,68.97,51.72,70.73,13.31,28.34,10.7,22.21,4.1,3.41,1.61,29.46
JFK,2019-08-10 00:00:00,14.0,32.0,41.0,32.0,40.0,68.75,50.0,80.0,19.94,25.69,9.17,27.56,3.23,4.68,0.8,19.93
JFK,2019-08-10 00:00:00,15.0,29.0,43.0,29.0,43.0,93.1,44.83,74.42,8.31,32.52,15.08,22.0,3.4,3.96,1.81,16.3
JFK,2019-08-10 00:00:00,16.0,34.0,37.0,35.0,32.0,77.14,62.86,62.5,17.46,27.03,9.53,23.66,2.28,7.25,2.25,32.0
JFK,2019-08-10 00:00:00,17.0,30.0,39.0,30.0,37.0,63.33,60.0,83.78,15.97,21.37,4.46,18.87,2.0,5.57,1.86,11.59
JFK,2019-08-10 00:00:00,18.0,40.0,36.0,38.0,37.0,78.95,76.32,78.38,15.68,19.55,3.32,17.42,1.3,7.38,3.89,15.59
JFK,2019-08-10 00:00:00,19.0,42.0,27.0,41.0,26.0,70.73,58.54,80.77,18.83,23.34,5.65,22.93,0.96,7.21,1.73,9.88
JFK,2019-08-10 00:00:00,20.0,36.0,41.0,36.0,41.0,55.56,50.0,80.49,33.97,25.25,8.19,41.06,2.93,9.38,1.44,19.0
JFK,2019-08-10 00:00:00,21.0,39.0,27.0,36.0,29.0,75.0,52.78,68.97,14.0,25.92,8.49,21.61,1.24,11.21,1.66,24.24
JFK,2019-08-10 00:00:00,22.0,29.0,41.0,27.0,39.0,59.26,22.22,79.49,18.11,36.3,18.68,35.26,0.97,7.4,1.44,13.87
JFK,2019-08-10 00:00:00,23.0,20.0,29.0,15.0,26.0,60.0,40.0,76.92,46.73,28.2,10.49,55.13,2.58,4.5,1.0,33.12
JFK,2019-08-11 00:00:00,0.0,10.0,14.0,8.0,15.0,87.5,62.5,53.33,3.5,27.0,9.98,11.88,0.53,5.69,3.07,18.87
JFK,2019-08-11 00:00:00,1.0,10.0,3.0,8.0,3.0,75.0,62.5,66.67,28.5,21.5,4.58,32.38,0.0,4.17,0.0,18.67
JFK,2019-08-11 00:00:00,2.0,4.0,1.0,5.0,3.0,100.0,80.0,100.0,0.0,20.8,3.96,3.8,2.0,4.13,7.33,5.33
JFK,2019-08-11 00:00:00,3.0,1.0,3.0,0.0,4.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,5.23,6.5,5.25
JFK,2019-08-11 00:00:00,4.0,1.0,1.0,1.0,3.0,100.0,100.0,100.0,11.0,15.0,0.0,8.0,2.33,2.4,4.67,2.33
JFK,2019-08-11 00:00:00,5.0,13.0,21.0,15.0,19.0,86.67,86.67,78.95,3.4,17.0,1.93,3.8,1.05,4.52,0.32,10.68
JFK,2019-08-11 00:00:00,6.0,20.0,28.0,21.0,27.0,80.95,71.43,85.19,6.05,20.33,3.79,9.24,8.81,5.81,2.07,6.48
JFK,2019-08-11 00:00:00,7.0,37.0,28.0,40.0,28.0,90.0,77.5,75.0,5.43,25.3,7.84,11.18,8.68,3.65,1.75,11.75
JFK,2019-08-11 00:00:00,8.0,49.0,19.0,51.0,18.0,82.35,66.67,66.67,10.06,24.86,6.89,14.63,1.5,5.14,1.67,36.56
JFK,2019-08-11 00:00:00,9.0,39.0,25.0,38.0,25.0,84.21,76.32,84.0,13.61,21.11,4.27,16.18,1.56,3.58,2.24,22.96
JFK,2019-08-11 00:00:00,10.0,23.0,27.0,24.0,29.0,79.17,75.0,93.1,11.63,22.71,5.35,15.08,1.28,3.77,2.07,2.79
JFK,2019-08-11 00:00:00,11.0,37.0,23.0,36.0,24.0,88.89,83.33,95.83,4.25,23.58,5.8,8.14,2.75,3.64,0.63,9.54
JFK,2019-08-11 00:00:00,12.0,24.0,34.0,23.0,35.0,78.26,78.26,97.14,15.7,21.57,4.27,17.52,1.49,4.14,0.91,5.89
JFK,2019-08-11 00:00:00,13.0,29.0,44.0,31.0,43.0,77.42,74.19,81.4,10.74,21.71,4.58,13.52,4.86,3.29,2.44,12.7
